,x,y,EC_0.60,EC_1.00,EC_end
0,107808.292,183287.807,30.410247426159035,47.96538628179977,63.83267323708328
1,107808.292,183287.807,30.444637617501833,48.01646360700462,63.89415492863676
2,107808.292,183287.807,30.409413295197368,47.88367132716149,63.670186949698575
3,107808.29,183287.806,30.50985372895098,47.87368618268437,63.507137873013754
4,107808.289,183287.806,30.492644298129417,47.84815223859691,63.47640114033189
5,107808.289,183287.805,30.458258165320302,47.79709794292122,63.41493706630666
6,107808.289,183287.805,30.42387754461909,47.746024684734074,63.353418334515986
7,107808.288,183287.805,30.265846520020638,47.88622879114997,63.823664130293324
8,107808.287,183287.804,30.324788132724887,47.96061349394489,63.89998461977205
9,107808.285,183287.804,30.400077399911805,47.978746685087096,63.84455353091669
10,107808.284,183287.803,30.478821201375478,48.14955376933473,64.09564483390156
11,107808.283,183287.802,30.54589849796619,48.088222312154976,63.893630994140736
12,107808.281,183287.802,30.563105168037726,48.113760626819165,63.92436865540638
13,107808.28,183287.801,30.444309556186266,48.057611921318724,63.95269944907747
14,107808.278,183287.8,30.18783961631866,47.86387640160842,63.86608210949808
15,107808.274,183287.798,30.384031344404086,47.88622028730578,63.705310228660615
16,107808.274,183287.798,30.435610703884567,47.96280147731689,63.797535453040794
17,107808.274,183287.798,30.4184239816349,47.9372838984582,63.766805147848245
18,107808.274,183287.798,30.435610703884567,47.96280147731689,63.797535453040794
19,107808.274,183287.798,30.4184239816349,47.9372838984582,63.766805147848245
20,107808.274,183287.798,30.40123586275893,47.91176169738052,63.73604988284943
21,107808.274,183287.798,30.40123586275893,47.91176169738052,63.73604988284943
22,107808.274,183287.798,30.4184239816349,47.9372838984582,63.766805147848245
23,107808.274,183287.798,30.5166127128793,48.03046046194128,63.8261814813401
24,107808.273,183287.797,30.496820701342738,48.04163884177003,63.86392952303917
25,107808.272,183287.797,30.34868827532448,47.82012856052007,63.61235009231365
26,107808.269,183287.795,30.289756130165912,47.63819793741349,63.32353393307869
27,107808.267,183287.794,30.34134323395983,47.71477903614461,63.41574790820193
28,107808.266,183287.794,30.650929602646674,47.94866729691165,63.50360000484581
29,107808.265,183287.794,30.52537862798169,47.84335930104718,63.42536736479814
30,107808.265,183287.794,30.52537862798169,47.84335930104718,63.42536736479814
31,107808.265,183287.794,30.55978005169976,47.894426174218665,63.486844598551016
32,107808.265,183287.793,30.53996997774291,47.90560853872837,63.524618165081606
33,107808.264,183287.793,30.591564061067782,47.98219690130511,63.616815433781035
34,107808.26,183287.791,30.382024287665928,47.76391718391894,63.43887407798998
35,107808.26,183287.791,30.536766040921798,47.99371892370816,63.71554246049055
36,107808.26,183287.791,30.51958744497984,47.96820111280711,63.68480196277467
37,107808.26,183287.791,30.502394431576967,47.942661631036245,63.65405700436925
38,107808.259,183287.791,30.42874432074421,47.8727687311451,63.60951201467817
39,107808.258,183287.79,30.44593666772407,47.8982975553736,63.64026653338694
40,107808.257,183287.79,30.503240218758176,48.02439365705871,63.816558368032574
41,107808.256,183287.789,30.540213445196287,48.03875830714851,63.80957420051199
42,107808.255,183287.788,30.483760004648204,47.99440778581278,63.79577409888921
43,107808.254,183287.788,30.483760004648204,47.99440778581278,63.79577409888921
44,107808.253,183287.787,30.463972549488492,48.005569197870784,63.83349906572066
45,107808.252,183287.787,30.589639965246892,48.04419484099586,63.780721130082014
46,107808.251,183287.786,30.520013623527554,47.86034202252389,63.495268911776115
47,107808.251,183287.786,30.48563408824041,47.80926589990192,63.43377100400936
48,107808.25,183287.786,30.520013623527554,47.86034202252389,63.495268911776115
49,107808.25,183287.786,30.463253201518018,47.85710969292446,63.539983560313914
50,107808.25,183287.786,30.472258511870606,47.91077802036488,63.636623627453936
